Date,Race,Track,Winner,Margin,SP,Race Grade,Jockey,Trainer
11/2/2017,Geoffrey Bellmaine Stakes,Caulfield,Prussian Vixen,0.1,$12 ,G3,Jake Noonan,Michael Mehegan
11/2/2017,Peter Le Grand Stakes,Caulfield,Fuhryk,2,$2.40F,G3,Craig Williams,David & Ben Hayes & Tom Dabernig
11/2/2017,Rubiton Stakes,Caulfield,Super Cash,1.25,$18 ,G2,Katelyn Mallyon,Andrew Noblet
11/2/2017,T.S. Carlyon Cup,Caulfield,Burning Front,0.3,$3.70F,G3,Brad Rawiller,Darren Weir
13/2/2017,Apollo Stakes,Randwick,Winx,2.8,$1.14F,G2,Hugh Bowman,Chris Waller
13/2/2017,Light Fingers Stakes,Randwick,Global Glamour,0.1,$2.25F,G2,Joshua Parr,Gai Waterhouse & Adrian Bott
13/2/2017,Southern Cross Stakes,Randwick,Le Romain,0.1,$4.20 ,G3,Hugh Bowman,Kris Lees
13/2/2017,Triscay Stakes,Randwick,Zestful,0.2,$4.20 ,G3,Jason Collett,Kris Lees
17/2/2017,Moonee Valley Night Cup,Moonee Valley,Northwest Passage,0.75,$8 ,LR,Katelyn Mallyon,Gai Waterhouse & Adrian Bott
18/2/2017,Hobartville Stakes,Rosehill,Man From Uncle,0.1,$5 ,G2,Jason Collett,Anthony Cummings
18/2/2017,Millie Fox Stakes,Rosehill,In Her Time,2.3,$7.50 ,G2,Joshua Parr,Benjamin Smith
18/2/2017,Parramatta Cup,Rosehill,Classic Uniform,0.2,$7 ,LR,Andrew Adkins,Gary Moore
18/2/2017,Silver Slipper Stakes,Rosehill,She Will Reign,1.5,$1.35F,G2,Ben Melham,Gary Portelli
18/2/2017,SAJC Premier's Plate,Morphettville,Mail It In,3.7,$3F,LR,Clare Lindop,Leon Macdonald & Andrew Gluyas
18/2/2017,Black Caviar Lightning,Flemington,Terravista,0.1,$15 ,G1,Corey Brown,Joseph Pride
18/2/2017,C.S. Hayes Stakes,Flemington,Hey Doc,1.5,$3.70F,G3,Luke Currie,Tony McEvoy
18/2/2017,Talindert Stakes,Flemington,Ducimus,0.2,$4.60F,LR,Noel Callow,Team Hawkes
18/2/2017,The Vanity,Flemington,Kenedna,1.25,$11 ,G3,Damian Lane,Darren Weir
18/2/2017,Cyril Flower Stakes,Ascot,Great Shot,0.5,$7 ,LR,Craig Staples,Rhys Radford
18/2/2017,WATC Challenge Stakes,Ascot,Precious Memories,0.15,$2.35F,LR,Jerry Noske,Raquel Williams
19/2/2017,Tasmanian Oaks,Launceston,Parthesia,0.4,$11.80 ,LR,Damian Lane,Symon Wilde
19/2/2017,Vamos Stakes,Launceston,Kiss Me Ketut,0.5,$34.70 ,G3,Boris Thornton,Matthew Brown
22/2/2017,Gold Sovereign Stakes,Launceston,Pateena Arena,1.5,$2.60F,LR,Luke Currie,Bill Ryan
22/2/2017,Hellova Street Stakes,Launceston,Hellova Street,1,$2.30F,LR,David Pires,Scott Brunton
22/2/2017,Launceston Cup,Launceston,Big Duke,1,$2.10F,G3,Ben Allen,Darren Weir
24/2/2017,Don Casboult Classic,Moonee Valley,Brugal Reward,0.3,$31 ,G3,Ben Allen,Darren Weir
25/2/2017,Guy Walter Stakes,Randwick,Dixie Blossoms,6.5,$3.10F,G2,Tim Clark,Ron Quinton
25/2/2017,Liverpool City Cup,Randwick,McCreery,1,$4.20 ,G3,Hugh Bowman,Chris Waller
25/2/2017,Skyline Stakes,Randwick,Diamond Tathagata,0.2,$9 ,G2,Glyn Schofield,Mark Newnham
25/2/2017,Surround Stakes,Randwick,La Bella Diosa,1.5,$9 ,G2,Jason Collett,Mandy & Matt Brown
25/2/2017,Sweet Embrace Stakes,Randwick,One More Honey,1,$21 ,G2,Jay Ford,John Thompson
25/2/2017,Verry Elleegant Stakes,Randwick,Winx,2,$1.22F,G1,Hugh Bowman,Chris Waller
25/2/2017,Angus Armanasco Stakes,Caulfield,Savanna Amour,0.1,$6.50 ,G2,Joao Moreira,John Meagher
25/2/2017,Autumn Classic,Caulfield,Farson,1.75,$2.25F,G2,Stephen Baster,Gai Waterhouse & Adrian Bott
25/2/2017,Blue Diamond Stakes,Caulfield,Catchy,0.4,$4.80 ,G1,Craig Williams,David & Ben Hayes & Tom Dabernig
25/2/2017,Futurity Stakes,Caulfield,Black Heart Bart,0.1,$1.90F,G1,Brad Rawiller,Darren Weir
25/2/2017,Mannerism Stakes,Caulfield,Silent Sedition,0.75,$1.90F,G3,Craig Williams,Andrew Noblet
25/2/2017,Oakleigh Plate,Caulfield,Sheidel,1,$8 ,G1,Joao Moreira,David & Ben Hayes & Tom Dabernig
25/2/2017,Peter Young Stakes,Caulfield,Stratum Star,0.2,$6 ,G2,Mark Zahra,Darren Weir
25/2/2017,Victoria Gold Cup,Caulfield,Boom Time,0.4,$9 ,LR,Mark Zahra,David & Ben Hayes & Tom Dabernig
25/2/2017,Zeditave Stakes,Caulfield,Benz,0.75,$4.60 ,G3,Blake Shinn,Gordon Richards
25/2/2017,Detonator Stakes,Ascot,Pounamu,1.5,$1.90F,LR,Patrick Carbery,Alan Mathews
25/2/2017,Lex Piper Stakes,Ascot,Gangbuster,0.75,$2.80 ,LR,Jarrad Noske,Trevor Andrews
26/2/2017,Pinjarra Classic,Pinjarra,Man Booker,2.5,$3.40 ,LR,Jerry Noske,Daniel Morton
4/3/2017,Aspiration Quality,Randwick,Elle Lou,0.3,$6 ,G3,Glyn Schofield,Chris Waller
4/3/2017,Canterbury Stakes,Randwick,Le Romain,0.1,$4.60 ,G1,Glyn Schofield,Kris Lees
4/3/2017,Challenge Stakes,Randwick,English,0.1,$4.20F,G2,Blake Shinn,Gai Waterhouse & Adrian Bott
4/3/2017,Fireball Stakes,Randwick,Samantha,0.5,$6.50 ,LR,Corey Brown,Gerald Ryan
4/3/2017,Randwick City Stakes,Randwick,Astronomos,3.8,$3.30F,LR,Jason Collett,John Thompson
4/3/2017,Randwick Guineas,Randwick,Inference,0.2,$9.50 ,G1,Tommy Berry,Team Hawkes
4/3/2017,Reisling Stakes,Randwick,Frolic,2.3,$10 ,G2,Tommy Berry,Michael Freedman
4/3/2017,Todman Stakes,Randwick,Gunnison,0.1,$8 ,G2,Blake Shinn,Peter & Paul Snowden
4/3/2017,Wenona Girl Handicap,Randwick,Rocket Commander,0.1,$6 ,G3,Tommy Berry,Matthew Dale
4/3/2017,Cinderella Stakes,Morphettville,Time Awaits,0.2,$5 ,LR,Damien Thornton,Tony McEvoy
4/3/2017,Lord Reims Stakes,Morphettville,Master of Arts,0.3,$2.50F,G3,John Allen,Darren Weir
4/3/2017,Australian Guineas,Flemington,Hey Doc,0.75,$3.40F,G1,Luke Currie,Tony McEvoy
4/3/2017,Bob Hoysted Handicap,Flemington,Heatherly,1.75,$1.80F,LR,Damian Lane,Mathew Ellerton & Simon Zahra
4/3/2017,Frances Tressady Stakes,Flemington,Turbo Miss,0.4,$8.50 ,G3,Craig Williams,Darren Weir
4/3/2017,Furphy Trophy,Flemington,Ploverset,0.4,$21 ,LR,Cory Parish,David & Ben Hayes & Tom Dabernig
4/3/2017,Shaftesbury Avenue Handicap,Flemington,He or She,0.1,$3.90F,G3,Mark Zahra,David & Ben Hayes & Tom Dabernig
4/3/2017,The Roy Higgins,Flemington,Big Memory,0.1,$4.60EF,LR,Luke Currie,Tony McEvoy
4/3/2017,Tatts QLD Members' Cup,Eagle Farm,Colour Charge,1.8,$13 ,LR,James Orman,Natalie Mccall
4/3/2017,Ascot 1000 Guineas,Ascot,Awaken,1.25,$5.50 ,LR,Peter Hall,Grant & Alana Williams
4/3/2017,Supremacy Stakes,Ascot,Seannie,2.5,$2.45F,LR,Aaron Mitchell,Simon A Miller
5/3/2017,Black Opal Stakes,Canberra,Trapeze Artist,3,$31 ,G3,Tim Clark,Gerald Ryan
5/3/2017,Canberra Cup,Canberra,Dark Eyes,0.2,$3.60F,LR,Tim Clark,Gai Waterhouse & Adrian Bott
5/3/2017,Canberra Guineas,Canberra,Eusebio,2,$3F,LR,Tommy Berry,John O'Shea
5/3/2017,National Sprint,Canberra,Gold Symphony,1.8,$5.50 ,LR,Kerrin McEvoy,Peter & Paul Snowden
10/3/2017,Kembla Grange Classic,Kembla Grange,Dawn Wall,0.4,$4.80 ,G3,Kerrin McEvoy,Chris Waller
11/3/2017,Ajax Stakes,Rosehill,It's Somewhat,0.2,$9.50 ,G2,William Buick,John O'Shea
11/3/2017,Coolmore Classic,Rosehill,Heavens Above,0.1,$26 ,G1,Tye Angland,Tim Martin
11/3/2017,Magic Night Stakes,Rosehill,Tulip,1.8,$4.60 ,G3,Kerrin McEvoy,David & Ben Hayes & Tom Dabernig
11/3/2017,Maurice McCarten Stakes,Rosehill,Artistry,0.5,$6 ,G3,Sam Clipperton,Peter & Paul Snowden
11/3/2017,Pago Pago Stakes,Rosehill,Single Bullet,0.2,$5 ,G3,Tye Angland,Gary Portelli
11/3/2017,Phar Lap Stakes,Rosehill,Foxplay,0.3,$1.80F,G2,Kerrin McEvoy,Chris Waller
11/3/2017,Sky High Stakes,Rosehill,Tavago,3.3,$9 ,G3,Blake Shinn,Trent Busuttin & Natalie Young
11/3/2017,Australian Cup,Flemington,Humidor,0.4,$4.20EF,G1,Damian Lane,Darren Weir
11/3/2017,Kewney Stakes,Flemington,I Am a Star,0.1,$2F,G2,Dean Yendall,Shane Nichols
11/3/2017,Matron Stakes,Flemington,Circular,0.1,$3.60F,G3,Joao Moreira,John O'Shea
11/3/2017,Newmarket Handicap,Flemington,Redkirk Warrior,2,$31 ,G1,Regan Bayliss,David & Ben Hayes & Tom Dabernig
11/3/2017,Sunlight Classic,Flemington,Falcool,1.25,$14 ,LR,Hugh Bowman,Aaron Purcell
11/3/2017,VRC Sires Produce Stakes,Flemington,Sircconi,0.1,$11 ,G2,Linda Meech,Peter Morgan
11/3/2017,J.C. Roberts Stakes,Ascot,Final Salute,0.5,$3.50 ,LR,William Pike,Grant & Alana Williams
12/3/2017,BunbRC South West Cup,Bunbury,Material Man,0.5,$1.70F,LR,Chris Parnham,Justin Warwick
13/3/2017,Adelaide Cup,Morphettville,Annus Mirabilis,1.3,$9 ,G2,Regan Bayliss,Stuart Webb
13/3/2017,C.S. Hayes Memorial Cup,Morphettville,Burning Front,0.4,$1.65F,LR,Damian Lane,Darren Weir
13/3/2017,Matrice Stakes,Morphettville,Casino Wizard,0.5,$3.50 ,LR,Jason Holder,Lee Creek
17/3/2017,Newcastle Newmarket,Newcastle,Happy Clapper,3.46,$3.60F,G3,Blake Shinn,Patrick Webster
17/3/2017,Abell Stakes,Moonee Valley,Bassett,2.25,$4.40F,LR,Beau Mertens,Mick Price
17/3/2017,Alister Clark Stakes,Moonee Valley,Hardham,0.75,$12 ,G2,Luke Nolen,David Brideoake
18/3/2017,Birthday Card Stakes,Rosehill,Raiment,3.3,$5 ,G3,Craig Williams,John O'Shea
18/3/2017,Darby Munro Stakes,Rosehill,Derryn,1.8,$8.50 ,LR,Regan Bayliss,David & Ben Hayes & Tom Dabernig
18/3/2017,Epona Stakes,Rosehill,Consommateur,2.8,$8.50 ,G3,Dwayne Dunn,Mick Kent
18/3/2017,George Ryder Stakes,Rosehill,Winx,7.3,$1.26F,G1,Hugh Bowman,Chris Waller
18/3/2017,Golden Slipper,Rosehill,She Will Reign,2.3,$8 ,G1,Ben Melham,Gary Portelli
18/3/2017,N.E. Manion Cup,Rosehill,Big Duke,0.1,$4 ,G3,Craig Williams,Darren Weir
18/3/2017,Ranvet Stakes,Rosehill,Our Ivanhowe,3.3,$8 ,G1,Kerrin McEvoy,Lee & Anthony Freedman
18/3/2017,Rosehill Guineas,Rosehill,Gingernuts,2.3,$6.50 ,G1,Opie Bosson,Jamie Richards
18/3/2017,The Galaxy,Rosehill,Russian Revolution,0.2,$2.90F,G1,Kerrin McEvoy,Peter & Paul Snowden
18/3/2017,GCTC Goldmarket Handicap,Gold Coast,Upstart Pride,1.3,$7.50 ,LR,James Orman,Michael Nolan
18/3/2017,Blamey Stakes,Flemington,Palentino,3.25,$5.50 ,G2,Mark Zahra,Darren Weir
18/3/2017,Elms Handicap,Flemington,Hellova Street,1.5,$5 ,LR,Dean Holland,Scott Brunton
18/3/2017,Thoroughbred Breeders' Stakes,Flemington,Shoals,0.5,$2.70F,G3,Mark Zahra,Anthony Freedman
18/3/2017,Natasha Stakes,Ascot,Royal Star,2,$2.20F,LR,William Pike,Grant & Alana Williams
18/3/2017,Perth Stakes,Ascot,Wacked Out,0.75,$31 ,LR,Brad Parnham,Neville Parnham
18/3/2017,WATC Gimcrack Stakes,Ascot,Kiss Bang Love,1.25,$9 ,G3,William Pike,Russell Stewart
19/3/2017,BunbRC Breeders' Classic,Bunbury,Quilista,2,$1.60F,LR,William Pike,Justin Warwick
19/3/2017,Bunbury Stakes,Bunbury,Man Booker,1.5,$2.60F,LR,Jerry Noske,Daniel Morton
23/3/2017,Bunbury Cup,Bunbury,Material Man,2.25,$2.70 ,LR,Chris Parnham,Justin Warwick
24/3/2017,Alexandra Stakes,Moonee Valley,Oregon's Day,2.25,$5 ,G3,Mark Zahra,Mick Price
24/3/2017,Sunline Stakes,Moonee Valley,I Am a Star,3.25,$2.25F,G2,Dean Yendall,Shane Nichols
24/3/2017,Valley Pearl Stakes,Moonee Valley,Doubt I'm Dreaming,2.75,$13 ,LR,Jamie Mott,John McArdle
24/3/2017,William Reid Stakes,Moonee Valley,Silent Sedition,0.1,$7.50 ,G1,Katelyn Mallyon,Andrew Noblet
24/3/2017,Albury Gold Cup,Albury,Green Sweet,0.4,$5.50 ,LR,Johan Victoire,Jean Dubois
25/3/2017,Doncaster Prelude,Rosehill,Spectroscope,1,$3.20F,G3,Corey Brown,John O'Shea
25/3/2017,Emancipation Stakes,Rosehill,Zanbagh,0.2,$7.50 ,G2,Hugh Bowman,John Thompson
25/3/2017,Neville Sellwood Stakes,Rosehill,Assign,0.8,$8 ,G3,Ben Melham,Robert Hickmott
25/3/2017,Star Kingdom Stakes,Rosehill,Jungle Edge,2,$2.80F,G3,Kevin Forrester,Mick Bell
25/3/2017,T.L. Baillieu Handicap,Rosehill,The Mission,2.5,$21 ,G3,Corey Brown,Paul Perry
25/3/2017,Tancred Stakes,Rosehill,Jameka,6.5,$3.10F,G1,Hugh Bowman,Ciaron Maher
25/3/2017,Tulloch Stakes,Rosehill,Jon Snow,2.8,$2.70F,G2,Damian Lane,Murray Baker & Andrew Forsman
25/3/2017,Vinery Stud Stakes,Rosehill,Montoya's Secret,0.2,$12 ,G1,Noel Callow,Leon & Troy Corstens
25/3/2017,Hareeba Stakes,Mornington,Bassett,0.1,$4F,LR,Beau Mertens,Mick Price
25/3/2017,Mornington Cup,Mornington,Tally,0.1,$8 ,LR,Andrew Mallyon,John O'Shea
25/3/2017,Melvista Stakes,Ascot,Gatting,0.2,$5 ,LR,Matthieu Autier,Darren Mcauliffe
31/3/2017,Gosford Guineas,Gosford,Tribal Wisdom,0.1,$17 ,LR,Christian Reith,Michael Moroney
1/4/2017,Adrian Knox Stakes,Randwick,Waking Moment,0.1,$21 ,G3,Jason Collett,John Thompson
1/4/2017,AJC Carbine Club Stakes,Randwick,Acatour,3.5,$10 ,G3,Blake Shinn,Peter & Paul Snowden
1/4/2017,AJC Chairman's Handicap,Randwick,Big Duke,2,$2.45F,G2,Craig Williams,Darren Weir
1/4/2017,ATC Sires' Produce Stakes,Randwick,Invader,0.8,$8 ,G1,Hugh Bowman,Peter & Paul Snowden
1/4/2017,Australian Derby,Randwick,Jon Snow,0.8,$7.50 ,G1,Damian Lane,Murray Baker & Andrew Forsman
1/4/2017,Doncaster Handicap,Randwick,It's Somewhat,0.5,$31 ,G1,Zac Purton,John O'Shea
1/4/2017,Kindergarten Stakes,Randwick,Property,3.3,$4.80 ,G3,Hugh Bowman,Robert Smerdon
1/4/2017,P.J. Bell Stakes,Randwick,Diddums,1.8,$19 ,G3,Sam Clipperton,Gerald Ryan
1/4/2017,T.J. Smith Stakes,Randwick,Chautauqua,0.2,$5.50 ,G1,Tommy Berry,Team Hawkes
1/4/2017,Manihi Classic,Morphettville,Karlovasi,0.1,$12 ,LR,Paul Gatt,Richard Jolly
1/4/2017,Bendigo Guineas,Bendigo,Milwaukee,2.25,$8 ,LR,Patrick Moloney,Michael Moroney
1/4/2017,Golden Mile,Bendigo,Observational,0.4,$17 ,LR,Craig Newitt,John Sadler
1/4/2017,Grandstand Cup,Ascot,Man Booker,0.5,$2F,LR,Jerry Noske,Daniel Morton
1/4/2017,Karrakatta Plate,Ascot,Lucy Mae,0.25,$21 ,G2,Shaun McGruddy,Ted Martinovich
1/4/2017,WATC Oaks,Ascot,Very Tempting,0.25,$5.50 ,G3,Chris Parnham,Grant & Alana Williams
8/4/2017,Weetwood Handicap,Toowoomba,Col 'n' Lil,DH,$41 ,LR,Josh Oliver,Ben Currie
8/4/2017,Weetwood Handicap,Toowoomba,Jumbo Prince,DH,$9.50 ,LR,Luke Tarrant,Michael Nolan
8/4/2017,Queen Elizabeth Stakes,Randwick,Winx,5.3,$1.12F,G1,Hugh Bowman,Chris Waller
8/4/2017,Arrowfield 3YO Sprint,Randwick,Derryn,1,$8.50 ,G2,Mark Zahra,David & Ben Hayes & Tom Dabernig
8/4/2017,Australian Oaks,Randwick,Bonneval,4.5,$4.20EF,G1,Hugh Bowman,Murray Baker & Andrew Forsman
8/4/2017,Fernhill Mile,Randwick,Whispered Secret,1.3,$4.40 ,LR,Jason Collett,James Cummings
8/4/2017,Percy Sykes Stakes,Randwick,Shoals,0.1,$3.10F,G2,Mark Zahra,Anthony Freedman
8/4/2017,Queen Of The Turf Stakes,Randwick,Foxplay,0.5,$7.50 ,G1,Kerrin McEvoy,Chris Waller
8/4/2017,Sapphire Stakes,Randwick,Secret Agenda,1.3,$9.50 ,G2,Damien Oliver,Mick Price
8/4/2017,South Pacific Classic,Randwick,Generalissimo,0.1,$15 ,LR,Blake Shinn,Garry White
8/4/2017,Clare Lindop Stakes,Morphettville,Kenedna,0.7,$2.60F,LR,John Allen,Darren Weir
8/4/2017,Dequetteville Stakes,Morphettville,Split Lip,0.4,$13 ,LR,Emily Finnegan,Will Clarken
8/4/2017,Port Adelaide Guineas,Morphettville,Grand Chancellor,0.2,$18 ,LR,Dom Tourneur,Phillip Stokes
8/4/2017,Galilee Series Final,Caulfield,Lycurgus,1,$19 ,LR,Daniel Moor,Danny O'Brien
8/4/2017,Raconteur Stakes,Ascot,Variation,1,$3.60 ,LR,Brad Parnham,Stephen Miller
8/4/2017,Sheila Gwynne Classic,Ascot,Dendee,1,$2.90F,LR,Chris Parnham,Daniel Morton
8/4/2017,WATC Derby,Ascot,Gatting,1.75,$4.40 ,G2,Matthieu Autier,Darren Mcauliffe
9/4/2017,Pinjarra Cup,Pinjarra,Dark Alert,2.75,$4.20 ,LR,William Pike,Joe Miller
14/4/2017,WATC Sires' Produce Stakes,Ascot,Debellatio,2.5,$2.40F,G3,Daniel Staeck,Fred Kersley
15/4/2017,AJC Champagne Stakes,Randwick,The Mission,2.3,$9 ,G1,Damian Lane,Paul Perry
15/4/2017,All Aged Stakes,Randwick,Tivaci,0.3,$9 ,G1,Damien Oliver,Michael Moroney
15/4/2017,ATC JRA Plate,Randwick,Top of My List,0.8,$18 ,G3,Tim Clark,Anthony Cummings
15/4/2017,Frank Packer Plate,Randwick,Mongolian Wolf,1.3,$6 ,G3,Brenton Avdulla,Darren Weir
15/4/2017,Hall Mark Stakes,Randwick,Redzel,0.8,$2.80F,G3,Kerrin McEvoy,Peter & Paul Snowden
15/4/2017,James H.B. Carr Stakes,Randwick,Raiment,4.5,$5.50 ,G3,James Doyle,John O'Shea
15/4/2017,SAJC Railway Stakes,Oakbank,Riziz,1.2,$15 ,LR,Todd Pannell,Ken Sweeney
15/4/2017,Easter Cup,Caulfield,Observational,1.25,$9 ,G3,Thomas Sadler,John Sadler
15/4/2017,Victoria Handicap,Caulfield,Hooked,0.2,$5 ,G3,Luke Nolen,Robert Smerdon
15/4/2017,Old Comrade Stakes,Ascot,Great Shot,0.45,$5 ,LR,Craig Staples,Rhys Radford
22/4/2017,Sydney Cup,Randwick,Polarisation,0.2,$6.50 ,G1,Corey Brown,Charlie Appleby
22/4/2017,Matron Stakes,Morphettville,Kenedna,1.6,$2.70F,G3,John Allen,Darren Weir
22/4/2017,R.N. Irwin Stakes,Morphettville,Viddora,1,$3.50 ,G3,Chris Parnham,Lloyd Kennewell
22/4/2017,Redelva Stakes,Morphettville,Desert Lashes,2.1,$3.80F,LR,Todd Pannell,Lisa Whittle
22/4/2017,Ascot Handicap,Doomben,Sweet Serendipity,1,$5 ,LR,Kathy O'Hara,Jason Coyle
22/4/2017,BRC Princess Stakes,Doomben,Candika,3.3,$1.95F,LR,Damian Browne,Steven O'Dea
22/4/2017,Mick Dittman Plate,Doomben,Tiyatrolani,0.1,$13 ,LR,Jim Byrne,Tony Gollan
22/4/2017,Tails Stakes,Doomben,Single Gaze,0.5,$7 ,LR,Kathy O'Hara,Nick Olive
22/4/2017,Bel Esprit Stakes,Caulfield,Malibu Style,2.25,$21 ,LR,Steven Parnham,Neville Parnham
25/4/2017,Anzac Day Stakes,Flemington,Merchant Navy,1,$3.80 ,LR,Luke Nolen,Ciaron Maher
25/4/2017,VRC St Leger,Flemington,Dornier,0.1,$19 ,LR,Jordan Childs,John Moloney
29/4/2017,City Of Adelaide Handicap,Morphettville,Riziz,0.6,$7 ,LR,Todd Pannell,Ken Sweeney
29/4/2017,H.C. Nitschke Stakes,Morphettville,Fox Hall,1,$12 ,LR,Damien Thornton,Tony McEvoy
29/4/2017,SAJC Breeders' Stakes,Morphettville,Broadband,3.6,$6.50 ,G3,Noel Callow,Phillip Stokes
29/4/2017,SAJC Chairman's Stakes,Morphettville,Waging War,0.7,$6.50 ,G3,Clare Lindop,Leon Macdonald & Andrew Gluyas
29/4/2017,Hawkesbury Crown,Hawkesbury,Shillelagh,0.71,$11 ,G3,Tye Angland,Chris Waller
29/4/2017,Hawkesbury Gold Cup,Hawkesbury,Fabrizio,0.96,$9 ,G3,Jason Collett,Gai Waterhouse & Adrian Bott
29/4/2017,Hawkesbury Guineas,Hawkesbury,Shazee Lee,0.36,$51 ,G3,Jay Ford,Scott Singleton
29/4/2017,Dalrello Stakes,Eagle Farm,Saint Patricks Day,0.4,$26 ,LR,Ron Stewart,Chris Munce
29/4/2017,Gunsynd Classic,Eagle Farm,Dreams Aplenty,0.1,$2.30F,G3,Tiffani Brooker,John Zielke
29/4/2017,Victory Stakes,Eagle Farm,Music Magnate,1.3,$2.50F,G2,Jeff Lloyd,Bjorn Baker
29/4/2017,Anniversary Vase,Caulfield,Star Exhibit,0.75,$6 ,LR,Brad Rawiller,Darren Weir
29/4/2017,Redoute's Choice Stakes,Caulfield,Kobayashi,3,$8.50 ,LR,Ben Thompson,Leon & Troy Corstens
3/5/2017,Wangoom Handicap,Warrnambool,Ulmann,2.25,$17 ,LR,Ben Allen,Darren Weir
4/5/2017,Warrnambool Cup,Warrnambool,High Church,6,$2.40F,LR,Damian Lane,Darren Weir
5/5/2017,Wagga Wagga Gold Cup,Wagga,Stampede,0.55,$7.50 ,LR,Rachel King,Gai Waterhouse & Adrian Bott
6/5/2017,ATC Lord Mayor's Cup,Rosehill,Top of My List,0.2,$7.50 ,LR,Tim Clark,Anthony Cummings
6/5/2017,Australasian Oaks,Morphettville,Egg Tart,0.1,$3 ,G1,Kerrin McEvoy,Chris Waller
6/5/2017,John Hawkes Stakes,Morphettville,Karacatis,0.1,$17 ,G3,Noel Callow,Richard Jolly
6/5/2017,Queen Of The South Stakes,Morphettville,Amelie's Star,0.5,$3F,G2,Damian Lane,Darren Weir
6/5/2017,Robert Sangster Stakes,Morphettville,Secret Agenda,1.8,$15 ,G1,Damien Oliver,Mick Price
6/5/2017,Tobin Bronze Stakes,Morphettville,Sweet Sherry,0.2,$10 ,G2,Noel Callow,Brent Stanley
6/5/2017,Without Fear Stakes,Morphettville,Indian Thunder,0.1,$3F,LR,Damian Lane,Darren Weir
6/5/2017,A.D. Hollindale Stakes,Gold Coast,It's Somewhat,0.2,$2.30F,G2,Tye Angland,John O'Shea
6/5/2017,GCTC Australian Turf Club Trophy,Gold Coast,Religify,0.3,$2.70F,LR,Hugh Bowman,Chris Waller
6/5/2017,GCTC Silk Stocking,Gold Coast,With a Promise,0.1,$81 ,LR,Josh Oliver,Ben Currie
6/5/2017,Gold Coast Bracelet,Gold Coast,Dawn Wall,1.5,$3.80EF,LR,Hugh Bowman,Chris Waller
6/5/2017,Gold Coast Guineas,Gold Coast,Savanna Amour,0.1,$16 ,G3,Ron Stewart,John Meagher
6/5/2017,Ken Russell Memorial Classic,Gold Coast,Taking Aim,0.1,$3.80F,G3,Hugh Bowman,Peter & Paul Snowden
7/5/2017,Northam Sprint,Northam,First Among Equals,0.05,$4.60 ,LR,Aaron Mitchell,Simon A Miller
12/5/2017,Scone Cup,Scone,Duca Valentinois,1.62,$10 ,LR,Michael Dee,James Cummings
13/5/2017,Dark Jewel Classic,Scone,Daysee Doom,0.18,$4.80F,G3,Andrew Adkins,Ron Quinton
13/5/2017,Denise's Joy Stakes,Scone,Miss Debutante,2.39,$9.50 ,LR,Tommy Berry,Gai Waterhouse & Adrian Bott
13/5/2017,Luskin Star Stakes,Scone,Clearly Innocent,2.36,$3.50F,LR,Hugh Bowman,Kris Lees
13/5/2017,Ortensia Stakes,Scone,Quatronic,0.53,$10 ,LR,Kathy O'Hara,Matthew Dunn
13/5/2017,Woodlands Stakes,Scone,Debonairly,1.52,$3.50 ,LR,Tommy Berry,Gai Waterhouse & Adrian Bott
13/5/2017,Adelaide Guineas,Morphettville,Vienna Miss,0.4,$81 ,LR,Katelyn Mallyon,John Hyam
13/5/2017,SAJC Sires' Produce Stakes,Morphettville,Time Awaits,0.4,$10 ,G3,Damien Thornton,Tony McEvoy
13/5/2017,South Australian Derby,Morphettville,Volatile Mix,0.6,$16 ,G1,John Allen,Darren Weir
13/5/2017,BRC Chairman's Handicap,Doomben,Stampede,1,$2.35F,G3,Kerrin McEvoy,Gai Waterhouse & Adrian Bott
13/5/2017,BRC Members Handicap,Doomben,Cantbuybetter,2,$6 ,LR,Jeff Lloyd,Ben Currie
13/5/2017,Doomben 10,,,,,,,
13/5/2017,Queensland Day Stakes,Doomben,Good Standing,2.8,$4.80F,LR,Damian Browne,James Cummings
13/5/2017,Rough Habit Plate,Doomben,Shocking Luck,2.8,$6 ,G3,Opie Bosson,Jamie Richards
13/5/2017,Spirit Of Boom Classic,Doomben,Tangled,0.5,$8.50 ,G2,Kerrin McEvoy,Chris Waller
20/5/2017,Centaurea Stakes,Morphettville,Exocet,0.4,$9 ,LR,Craig Williams,Anthony Freedman
20/5/2017,David Coles AM Stakes,Morphettville,I'll Have a Bit,1.3,$10 ,G3,Craig Williams,John McArdle
20/5/2017,Proud Miss Stakes,Morphettville,Fuhryk,1.1,$2.40F,G3,Craig Williams,David & Ben Hayes & Tom Dabernig
20/5/2017,Queen Elizabeth II Cup,Morphettville,Time to Test,0.8,$5 ,LR,Damien Thornton,Tony McEvoy
20/5/2017,SAJC Fillies Classic,Morphettville,Ana Royale,2.9,$3.30F,G3,Mark Zahra,Stuart Webb
20/5/2017,The Cummings Stakes,Morphettville,Burning Front,0.7,$3.20 ,G3,Brad Rawiller,Darren Weir
20/5/2017,The Goodwood,Morphettville,Vega Magic,0.7,$4.80 ,G1,Craig Williams,David & Ben Hayes & Tom Dabernig
20/5/2017,The Andrew Ramsden,Flemington,De Little Engine,4.25,$3.20F,LR,Daniel Moor,Danny O'Brien
20/5/2017,The Straight Six,Flemington,Tashbeeh,0.75,$20 ,LR,Jordan Childs,David & Ben Hayes & Tom Dabernig
